	カテゴリ	バス停			サブカテ	路線																																											
	path	busstop			subpath	route																																											
																																																	
																																																	
																																																	
																																																	
	共通属性																									個別属性																							
(項目名)	施設名	電話	住所	時間帯	価格	WGS84緯度	WGS84経度	定休日	駐車場	サムネ画像	ホームページ															id	seq	バスタイプ	バス会社	路線																			
(キー)	name	tel	address	open	fee	lat	lng	closingday	parking	thumbnail	homepage															id	sql	bustype	company	route																			
(属性型)	text	text	text	times	text	degree	degree	text	text	url	url															text	text	text	text	text																			
	竹田本町			message=,stime=0:00,etime=0:10996		32.96694709	131.3926154			small_busstop.jpg																n3917	5	1	竹田交通（株）	玉来～直入支所前																			
	竹田本町			message=,stime=0:00,etime=0:10997		32.96694709	131.3926154			small_busstop.jpg																n3917	6	1	竹田交通（株）	玉来～直入町支所																			
	竹田本町			message=,stime=0:00,etime=0:10998		32.96694709	131.3926154			small_busstop.jpg																n3917	7	1	竹田交通（株）	玉来～田中																			
	竹田本町			message=,stime=0:00,etime=0:10999		32.96694709	131.3926154			small_busstop.jpg																n3917	8	1	竹田交通（株）	玉来～梅の木																			
	竹田本町			message=,stime=0:00,etime=0:11000		32.96694709	131.3926154			small_busstop.jpg																n3917	9	1	大分バス（株）	金池～竹田交通（県立病院経由）																			
	竹田本町			message=,stime=0:00,etime=0:11001		32.96694709	131.3926154			small_busstop.jpg																n3917	10	1	大分バス（株）	金池～竹田交通（元町経由）																			
	竹田本町			message=,stime=0:00,etime=0:11002		32.96694709	131.3926154			small_busstop.jpg																n3917	11	1	大分バス（株）	金池～竹田交通（大道経由）																			
	竹田本町			message=,stime=0:00,etime=0:11003		32.96694709	131.3926154			small_busstop.jpg																n3917	12	3	竹田市	高伏線（玉来～高伏～直入支所）																			
	竹田本町			message=,stime=0:00,etime=0:11004		32.96694709	131.3926154			small_busstop.jpg																n3917	13	3	竹田市	高伏線（竹田交通～高伏～直入支所）																			
	竹田本町			message=,stime=0:00,etime=0:11005		32.96694709	131.3926154			small_busstop.jpg																n3917	14	1	竹田交通（株）	竹田駅～緒方駅																			
	竹田本町			message=,stime=0:00,etime=0:11006		32.96694709	131.3926154			small_busstop.jpg																n3917	15	1	竹田交通（株）	竹田駅～田代																			
	竹田本町			message=,stime=0:00,etime=0:11007		32.96694709	131.3926154			small_busstop.jpg																n3917	16	1	竹田交通（株）	竹田駅～米山																			
	竹田本町			message=,stime=0:00,etime=0:11008		32.96694709	131.3926154			small_busstop.jpg																n3917	17	1	竹田交通（株）	竹田交通～直入支店前																			
	竹田本町			message=,stime=0:00,etime=0:11009		32.96694709	131.3926154			small_busstop.jpg																n3917	18	1	竹田交通（株）	竹田交通～直入町役場																			
	竹田本町			message=,stime=0:00,etime=0:11010		32.96694709	131.3926154			small_busstop.jpg																n3917	19	1	竹田交通（株）	竹田交通～梅の木																			
	竹田本町			message=,stime=0:00,etime=0:11011		32.96694709	131.3926154			small_busstop.jpg																n3917	20	1	竹田交通（株）	竹田市役所～甘橡																			
	竹田本町			message=,stime=0:00,etime=0:11012		32.96694709	131.3926154			small_busstop.jpg																n3917	21	1	竹田交通（株）	竹田市役所～原山																			
	竹田本町			message=,stime=0:00,etime=0:11013		32.96694709	131.3926154			small_busstop.jpg																n3917	22	1	竹田交通（株）	竹田市役所～緒方駅																			
	竹田本町			message=,stime=0:00,etime=0:11014		32.96694709	131.3926154			small_busstop.jpg																n3917	23	1	竹田交通（株）	竹田市役所～米山																			
	竹田本町			message=,stime=0:00,etime=0:11015		32.96694709	131.3926154			small_busstop.jpg																n3917	24	1	大分バス（株）	田中～竹田交通																			
	竹田本町			message=,stime=0:00,etime=0:11016		32.96694709	131.3926154			small_busstop.jpg																n3917	25	3	竹田市	渡瀬線																			
	竹田本町			message=,stime=0:00,etime=0:11017		32.96694709	131.3926154			small_busstop.jpg																n3917	26	3	竹田市	馬瀬野線（竹田駅～馬瀬野～政所）																			
	竹田本町			message=,stime=0:00,etime=0:11018		32.96694709	131.3926154			small_busstop.jpg																n3917	27	3	竹田市	馬瀬野線（竹田市役所～馬瀬野～政所）																			
	竹田本町			message=,stime=0:00,etime=0:11019		32.96694709	131.3926154			small_busstop.jpg																n3917	28	3	竹田市	雉が平線																			
	竹藤			message=,stime=0:00,etime=0:11020		33.22756653	131.6916261			small_busstop.jpg																n3918	1	1	大分バス（株）	高城・鶴崎・丸亀																			
	竹道円			message=,stime=0:00,etime=0:11021		33.21885937	131.4327572			small_busstop.jpg																n3919	1	3	由布市	大津留コース																			
	竹内牧場			message=,stime=0:00,etime=0:11022		33.32197019	131.3823423			small_busstop.jpg																n3920	1	3	由布市	塚原コース（往路）																			
	竹内牧場			message=,stime=0:00,etime=0:11023		33.32197019	131.3823423			small_busstop.jpg																n3920	2	3	由布市	塚原コース（復路）																			
	竹尾橋			message=,stime=0:00,etime=0:11024		33.40266466	130.9390659			small_busstop.jpg																n3921	1	1	日田バス（株）	小鹿田線																			
	竹部入口			message=,stime=0:00,etime=0:11025		33.04153116	131.7081233			small_busstop.jpg																n3922	1	3	臼杵市	城崎線																			
	竹峰			message=,stime=0:00,etime=0:11026		32.9822105	131.8557347			small_busstop.jpg																n3923	1	1	大分バス（株）	佐伯駅～コスモタウン～久保線																			
	竹峰			message=,stime=0:00,etime=0:11027		32.9822105	131.8557347			small_busstop.jpg																n3923	2	3	佐伯市	（弥生）床木線																			
	竹峰			message=,stime=0:00,etime=0:11028		32.9822105	131.8557347			small_busstop.jpg																n3923	3	1	大分バス（株）	佐伯駅～久保																			
	竹野			message=,stime=0:00,etime=0:11029		33.49079732	131.1137627			small_busstop.jpg																n3924	1	1	大交北部バス（株）	柿坂～上福土																			
	茶園畑			message=,stime=0:00,etime=0:11030		33.1969024	131.5003026			small_busstop.jpg																n3925	1	3	竹田市	大分駅線（往路）																			
	茶園畑			message=,stime=0:00,etime=0:11031		33.1969024	131.5003026			small_busstop.jpg																n3925	2	3	竹田市	大分駅線（復路）																			
	茶園畑			message=,stime=0:00,etime=0:11032		33.1969024	131.5003026			small_busstop.jpg																n3925	3	3	竹田市	久住～小野屋～大分駅																			
	茶屋ヶ鼻			message=,stime=0:00,etime=0:11033		32.94315812	131.9078723			small_busstop.jpg																n3926	1	1	大分バス（株）	佐伯駅～浦代～小浦・宮の浦線																			
	茶屋ヶ鼻			message=,stime=0:00,etime=0:11034		32.94315812	131.9078723			small_busstop.jpg																n3926	2	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	茶屋ヶ鼻			message=,stime=0:00,etime=0:11035		32.94315812	131.9078723			small_busstop.jpg																n3926	3	1	大分バス（株）	佐伯駅～畑の浦～尾浦・西の浦～蒲江～丸市尾～波当津線																			
	茶屋ヶ鼻			message=,stime=0:00,etime=0:11036		32.94315812	131.9078723			small_busstop.jpg																n3926	4	1	大分バス（株）	佐伯駅～梶寄																			
	茶屋ヶ鼻			message=,stime=0:00,etime=0:11037		32.94315812	131.9078723			small_busstop.jpg																n3926	5	1	大分バス（株）	佐伯駅～小浦・宮の浦																			
	茶屋ヶ鼻			message=,stime=0:00,etime=0:11038		32.94315812	131.9078723			small_busstop.jpg																n3926	6	1	大分バス（株）	佐伯駅～波当津（尾浦・西の浦経由）																			
	茶屋場			message=,stime=0:00,etime=0:11039		33.18383084	131.4452802			small_busstop.jpg																n3927	1	3	由布市	みの草コース																			
	茶屋場			message=,stime=0:00,etime=0:11040		33.18383084	131.4452802			small_busstop.jpg																n3927	2	3	由布市	スクールバス阿蘇野コース																			
	茶屋場			message=,stime=0:00,etime=0:11041		33.18383084	131.4452802			small_busstop.jpg																n3927	3	3	由布市	スクールバス大津留コース																			
	茶屋場			message=,stime=0:00,etime=0:11042		33.18383084	131.4452802			small_busstop.jpg																n3927	4	3	由布市	小野屋敷前～所小野																			
	茶屋場			message=,stime=0:00,etime=0:11043		33.18383084	131.4452802			small_busstop.jpg																n3927	5	3	由布市	庄内庁舎～北大津留																			
	茶屋場			message=,stime=0:00,etime=0:11044		32.95700188	131.5039533			small_busstop.jpg																n3928	1	3	豊後大野市	清川町黒峰～尾首ルート																			
	茶屋場			message=,stime=0:00,etime=0:11045		32.95700188	131.5039533			small_busstop.jpg																n3928	2	3	豊後大野市	清川町通学西小ルート																			
	中の原			message=,stime=0:00,etime=0:11046		33.24163615	131.8070486			small_busstop.jpg																n3929	1	1	大分バス（株）	（急行）大在駅前・坂の市・中細・佐賀関																			
	中の原			message=,stime=0:00,etime=0:11047		33.25855632	131.3802494			small_busstop.jpg																n3930	1	1	亀の井バス（株）	くじゅう高原線																			
	中の原			message=,stime=0:00,etime=0:11048		33.25855632	131.3802494			small_busstop.jpg																n3930	2	1	亀の井バス（株）	別府湯布院線																			
	中の原			message=,stime=0:00,etime=0:11049		33.43056209	131.5915988			small_busstop.jpg																n3931	1	3	杵築市	右回り線、左回り線																			
	中の原			message=,stime=0:00,etime=0:11050		32.97181116	131.8846367			small_busstop.jpg																n3932	1	1	大分バス（株）	葛港～佐伯駅～大手前～野口～坂の浦線																			
	中の原			message=,stime=0:00,etime=0:11051		32.97181116	131.8846367			small_busstop.jpg																n3932	2	1	大分バス（株）	葛港～坂の浦																			
	中の原			message=,stime=0:00,etime=0:11052		33.44809786	131.0762835			small_busstop.jpg																n3933	1	1	大交北部バス（株）	柿坂～樋桶山登山口																			
	中の原ハイツ入口			message=,stime=0:00,etime=0:11053		32.97229531	131.885741			small_busstop.jpg																n3934	1	1	大分バス（株）	葛港～佐伯駅～大手前～野口～坂の浦線																			
	中の原ハイツ入口			message=,stime=0:00,etime=0:11054		32.97229531	131.885741			small_busstop.jpg																n3934	2	1	大分バス（株）	葛港～坂の浦																			
	中の瀬団地入口			message=,stime=0:00,etime=0:11055		33.21325504	131.5785774			small_busstop.jpg																n3935	1	1	大分バス（株）	大石町・国分新町・向の原駅																			
	中の瀬団地入口			message=,stime=0:00,etime=0:11056		33.21325504	131.5785774			small_busstop.jpg																n3935	2	1	大分バス（株）	大石町・大学病院・（別府大学）																			
	中の瀬団地入口			message=,stime=0:00,etime=0:11057		33.21325504	131.5785774			small_busstop.jpg																n3935	3	1	大分バス（株）	大石町・大学病院・向の原駅（南営業所）																			
	中の瀬団地入口			message=,stime=0:00,etime=0:11058		33.21325504	131.5785774			small_busstop.jpg																n3935	4	1	大分バス（株）	大石町・大学病院・別府大学・国分新町（国分団地）																			
	中の瀬団地入口			message=,stime=0:00,etime=0:11059		33.21325504	131.5785774			small_busstop.jpg																n3935	5	1	大分バス（株）	大石町・大学病院・由布川温泉																			
	中の谷橋			message=,stime=0:00,etime=0:11060		33.00413725	131.7970316			small_busstop.jpg																n3936	1	1	大分バス（株）	急行・大道・犬飼・野津町・佐伯																			
	中の谷橋			message=,stime=0:00,etime=0:11061		33.00413725	131.7970316			small_busstop.jpg																n3936	2	1	大分バス（株）	大分～野津町～風連（フウレン）鍾乳洞～佐伯線																			
	中の谷橋			message=,stime=0:00,etime=0:11062		33.00413725	131.7970316			small_busstop.jpg																n3936	3	1	大分バス（株）	佐伯駅～野津南																			
	中の谷橋			message=,stime=0:00,etime=0:11063		33.00413725	131.7970316			small_busstop.jpg																n3936	4	1	大分バス（株）	大分～佐伯駅																			
	中の谷橋			message=,stime=0:00,etime=0:11064		33.00413725	131.7970316			small_busstop.jpg																n3936	5	1	大分バス（株）	大分佐伯線（急行）																			
	中ノ島町			message=,stime=0:00,etime=0:11065		33.31338099	130.9235086			small_busstop.jpg																n3937	1	3	日田市	市内循環バス																			
	中の迫			message=,stime=0:00,etime=0:11066		33.64549903	131.6764676			small_busstop.jpg																n3938	1	1	国東観光バス（株）	竹田津線																			
	中の迫			message=,stime=0:00,etime=0:11067		33.64549903	131.6764676			small_busstop.jpg																n3938	2	1	国東観光バス（株）	東国見線																			
	中の迫			message=,stime=0:00,etime=0:11068		32.97084132	131.3207671			small_busstop.jpg																n3939	1	3	竹田市	久保線																			
	中伊福			message=,stime=0:00,etime=0:11069		33.37172606	131.1244757			small_busstop.jpg																n3940	1	1	大交北部バス（株）	柿坂～下伊福																			
	中依			message=,stime=0:00,etime=0:11070		33.24564391	131.3411633			small_busstop.jpg																n3941	1	3	由布市	シャトルコース																			
	中依			message=,stime=0:00,etime=0:11071		33.24564391	131.3411633			small_busstop.jpg																n3941	2	3	由布市	シャトルコース（由布院駅前～																			
	中依			message=,stime=0:00,etime=0:11072		33.24564391	131.3411633			small_busstop.jpg																n3941	3	3	由布市	スクールバス湯平コース																			
	中依			message=,stime=0:00,etime=0:11073		33.24564391	131.3411633			small_busstop.jpg																n3941	4	3	由布市	下津々良コース																			
	中依			message=,stime=0:00,etime=0:11074		33.24564391	131.3411633			small_busstop.jpg																n3941	5	3	由布市	湯平コース																			
	中井の川			message=,stime=0:00,etime=0:11075		33.46280841	131.2832553			small_busstop.jpg																n3942	1	3	宇佐市	中麻生線																			
	中臼杵			message=,stime=0:00,etime=0:11076		33.10439601	131.730819			small_busstop.jpg																n3943	1	1	大分バス（株）	大道・大分大学入口・戸次、大道・県病入口・榎峠・臼杵																			
	中臼杵			message=,stime=0:00,etime=0:11077		33.10439601	131.730819			small_busstop.jpg																n3943	2	1	大分バス（株）	大分臼杵線																			
	中臼杵			message=,stime=0:00,etime=0:11078		33.10439601	131.730819			small_busstop.jpg																n3943	3	1	大分バス（株）	大分臼杵線（急行）																			
	中臼杵			message=,stime=0:00,etime=0:11079		33.10439601	131.730819			small_busstop.jpg																n3943	4	1	大分バス（株）	大分臼杵線（大道経由）																			
	中浦校前			message=,stime=0:00,etime=0:11080		32.93782623	131.9970016			small_busstop.jpg																n3944	1	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	中浦校前			message=,stime=0:00,etime=0:11081		32.93782623	131.9970016			small_busstop.jpg																n3944	2	1	大分バス（株）	佐伯駅～梶寄																			
	中越			message=,stime=0:00,etime=0:11082		32.93339662	132.0054224			small_busstop.jpg																n3945	1	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	中越			message=,stime=0:00,etime=0:11083		32.93339662	132.0054224			small_busstop.jpg																n3945	2	1	大分バス（株）	佐伯駅～梶寄																			
	中園			message=,stime=0:00,etime=0:11084		33.465831	131.6947554			small_busstop.jpg																n3946	1	3	国東市	油留木線																			
	中園			message=,stime=0:00,etime=0:11085		33.20381954	131.015389			small_busstop.jpg																n3947	1	1	日田バス（株）	五馬線																			
	中央公民館前			message=,stime=0:00,etime=0:11086		33.04538647	131.9227107			small_busstop.jpg																n3948	1	1	大分バス（株）	大手前～浪太（ナブト）～長田～蒲戸（カマド）～大浜入口																			
	中央公民館前			message=,stime=0:00,etime=0:11087		33.04538647	131.9227107			small_busstop.jpg																n3948	2	1	大分バス（株）	大手前～大浜入口																			
	中央公民館前			message=,stime=0:00,etime=0:11088		33.37392531	131.5317305			small_busstop.jpg																n3949	1	1	大分交通（株）	辻間団地線80																			
	中央公民館前			message=,stime=0:00,etime=0:11089		33.37392531	131.5317305			small_busstop.jpg																n3949	2	1	大分交通（株）	別府駅前～日出（会下）																			
	中央高校前			message=,stime=0:00,etime=0:11090		33.24615474	131.6268529			small_busstop.jpg																n3950	1	1	大分バス（株）	城崎・大津町・大洲運動公園																			
	中央高校前			message=,stime=0:00,etime=0:11091		33.24615474	131.6268529			small_busstop.jpg																n3950	2	1	大分バス（株）	大洲・岩田循環																			
	中央高校前			message=,stime=0:00,etime=0:11092		33.24615474	131.6268529			small_busstop.jpg																n3950	3	1	大分バス（株）	大分駅前・NHK・県立図書館																			
	中央高校前			message=,stime=0:00,etime=0:11093		33.24615474	131.6268529			small_busstop.jpg																n3950	4	1	大分バス（株）	臨海・三佐・鶴崎																			
	中央高校前			message=,stime=0:00,etime=0:11094		33.24615474	131.6268529			small_busstop.jpg																n3950	5	1	大分交通（株）	大洲循環線																			
	中央線入口			message=,stime=0:00,etime=0:11095		33.09255816	131.3955001			small_busstop.jpg																n3951	1	1	竹田交通（株）	芹川～長湯																			
	中央線入口			message=,stime=0:00,etime=0:11096		33.09255816	131.3955001			small_busstop.jpg																n3951	2	3	竹田市	大分駅線（往路）																			
	中央線入口			message=,stime=0:00,etime=0:11097		33.09255816	131.3955001			small_busstop.jpg																n3951	3	3	竹田市	大分駅線（復路）																			
	中央町			message=,stime=0:00,etime=0:11098		33.58812753	131.1934549			small_busstop.jpg																n3952	1	1	大交北部バス（株）	中津駅～野路（大貞車庫［中津北高］ゆき）																			
	中央町一丁目			message=,stime=0:00,etime=0:11099		33.59513755	131.1910894			small_busstop.jpg																n3953	1	1	大交北部バス（株）	中津～豊後森																			
	中央町一丁目			message=,stime=0:00,etime=0:11100		33.59513755	131.1910894			small_busstop.jpg																n3953	2	1	大交北部バス（株）	中津駅～野路（大貞車庫［中津北高］ゆき）																			
	中央町一丁目			message=,stime=0:00,etime=0:11101		33.59513755	131.1910894			small_busstop.jpg																n3953	3	1	大交北部バス（株）	中津駅前～安心院																			
	中央町一丁目			message=,stime=0:00,etime=0:11102		33.59513755	131.1910894			small_busstop.jpg																n3953	4	1	大交北部バス（株）	中津駅前～少年学院																			
	中央町一丁目			message=,stime=0:00,etime=0:11103		33.59513755	131.1910894			small_busstop.jpg																n3953	5	1	大交北部バス（株）	中津駅前～田中																			
	中央町一丁目			message=,stime=0:00,etime=0:11104		33.59513755	131.1910894			small_busstop.jpg																n3953	6	1	大交北部バス（株）	中津駅前～日田																			
	中央町一丁目			message=,stime=0:00,etime=0:11105		33.59513755	131.1910894			small_busstop.jpg																n3953	7	1	大交北部バス（株）	豊後高田～中津駅前																			
	中央町一丁目			message=,stime=0:00,etime=0:11106		33.59513755	131.1910894			small_busstop.jpg																n3953	8	1	玖珠観光バス（株）	豊後森駅前～中津駅																			
	中央通り			message=,stime=0:00,etime=0:11107		33.31848846	130.9367769			small_busstop.jpg																n3954	1	1	大交北部バス（株）	中津駅前～日田																			
	中央通り			message=,stime=0:00,etime=0:11108		33.31848846	130.9367769			small_busstop.jpg																n3954	2	1	日田バス（株）	小鹿田線																			
	中央通り			message=,stime=0:00,etime=0:11109		33.31848846	130.9367769			small_busstop.jpg																n3954	3	1	日田バス（株）	山手線																			
	中央通り			message=,stime=0:00,etime=0:11110		33.31848846	130.9367769			small_busstop.jpg																n3954	4	3	日田市	市内循環バス																			
	中央通り			message=,stime=0:00,etime=0:11111		33.31848846	130.9367769			small_busstop.jpg																n3954	5	3	日田市	朝日ヶ丘・桃山線																			
	中央通り			message=,stime=0:00,etime=0:11112		33.31848846	130.9367769			small_busstop.jpg																n3954	6	3	日田市	有田線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11113		32.9597352	131.8974514			small_busstop.jpg																n3955	1	1	大分バス（株）	葛港～佐伯駅～大手前～野口～坂の浦線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11114		32.9597352	131.8974514			small_busstop.jpg																n3955	2	1	大分バス（株）	葛港～木浦（横川経由）																			
	中央通り一丁目			message=,stime=0:00,etime=0:11115		32.9597352	131.8974514			small_busstop.jpg																n3955	3	1	大分バス（株）	葛港～木浦（重岡経由）																			
	中央通り一丁目			message=,stime=0:00,etime=0:11116		32.9597352	131.8974514			small_busstop.jpg																n3955	4	1	大分バス（株）	葛港～佐伯駅～畑木～小半（オナガラ）鍾乳洞～上津川線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11117		32.9597352	131.8974514			small_busstop.jpg																n3955	5	1	大分バス（株）	急行・大道・犬飼・野津町・佐伯																			
	中央通り一丁目			message=,stime=0:00,etime=0:11118		32.9597352	131.8974514			small_busstop.jpg																n3955	6	1	大分バス（株）	佐伯駅～コスモタウン～久保線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11119		32.9597352	131.8974514			small_busstop.jpg																n3955	7	1	大分バス（株）	佐伯駅～浦代～小浦・宮の浦線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11120		32.9597352	131.8974514			small_busstop.jpg																n3955	8	1	大分バス（株）	佐伯駅～山口～蒲江～丸市尾～波当津線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11121		32.9597352	131.8974514			small_busstop.jpg																n3955	9	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11122		32.9597352	131.8974514			small_busstop.jpg																n3955	10	1	大分バス（株）	佐伯駅～畑の浦～尾浦・西の浦～蒲江～丸市尾～波当津線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11123		32.9597352	131.8974514			small_busstop.jpg																n3955	11	1	大分バス（株）	大手前～浪太（ナブト）～長田～蒲戸（カマド）～大浜入口																			
	中央通り一丁目			message=,stime=0:00,etime=0:11124		32.9597352	131.8974514			small_busstop.jpg																n3955	12	1	大分バス（株）	大分～野津町～風連（フウレン）鍾乳洞～佐伯線																			
	中央通り一丁目			message=,stime=0:00,etime=0:11125		32.9597352	131.8974514			small_busstop.jpg																n3955	13	1	大分バス（株）	葛港～坂の浦																			
	中央通り一丁目			message=,stime=0:00,etime=0:11126		32.9597352	131.8974514			small_busstop.jpg																n3955	14	1	大分バス（株）	葛港～上津川																			
	中央通り一丁目			message=,stime=0:00,etime=0:11127		32.9597352	131.8974514			small_busstop.jpg																n3955	15	1	大分バス（株）	大分～佐伯駅																			
	中央通り一丁目			message=,stime=0:00,etime=0:11128		32.9597352	131.8974514			small_busstop.jpg																n3955	16	1	大分バス（株）	大分佐伯線（急行）																			
	中央通り一丁目			message=,stime=0:00,etime=0:11129		32.9597352	131.8974514			small_busstop.jpg																n3955	17	1	大分バス（株）	佐伯駅～梶寄																			
	中央通り一丁目			message=,stime=0:00,etime=0:11130		32.9597352	131.8974514			small_busstop.jpg																n3955	18	1	大分バス（株）	佐伯駅～久保																			
	中央通り一丁目			message=,stime=0:00,etime=0:11131		32.9597352	131.8974514			small_busstop.jpg																n3955	19	1	大分バス（株）	佐伯駅～小浦・宮の浦																			
	中央通り一丁目			message=,stime=0:00,etime=0:11132		32.9597352	131.8974514			small_busstop.jpg																n3955	20	1	大分バス（株）	佐伯駅～波当津（青山経由）																			
	中央通り一丁目			message=,stime=0:00,etime=0:11133		32.9597352	131.8974514			small_busstop.jpg																n3955	21	1	大分バス（株）	佐伯駅～波当津（尾浦・西の浦経由）																			
	中央通り一丁目			message=,stime=0:00,etime=0:11134		32.9597352	131.8974514			small_busstop.jpg																n3955	22	1	大分バス（株）	佐伯駅～野津南																			
	中央通り一丁目			message=,stime=0:00,etime=0:11135		32.9597352	131.8974514			small_busstop.jpg																n3955	23	1	大分バス（株）	大手前～大浜入口																			
	中央通り三丁目			message=,stime=0:00,etime=0:11136		32.96277987	131.8999779			small_busstop.jpg																n3956	1	1	大分バス（株）	葛港～佐伯駅～大手前～野口～坂の浦線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11137		32.96277987	131.8999779			small_busstop.jpg																n3956	2	1	大分バス（株）	葛港～木浦（横川経由）																			
	中央通り三丁目			message=,stime=0:00,etime=0:11138		32.96277987	131.8999779			small_busstop.jpg																n3956	3	1	大分バス（株）	葛港～木浦（重岡経由）																			
	中央通り三丁目			message=,stime=0:00,etime=0:11139		32.96277987	131.8999779			small_busstop.jpg																n3956	4	1	大分バス（株）	葛港～佐伯駅～畑木～小半（オナガラ）鍾乳洞～上津川線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11140		32.96277987	131.8999779			small_busstop.jpg																n3956	5	1	大分バス（株）	急行・大道・犬飼・野津町・佐伯																			
	中央通り三丁目			message=,stime=0:00,etime=0:11141		32.96277987	131.8999779			small_busstop.jpg																n3956	6	1	大分バス（株）	佐伯駅～コスモタウン～久保線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11142		32.96277987	131.8999779			small_busstop.jpg																n3956	7	1	大分バス（株）	佐伯駅～浦代～小浦・宮の浦線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11143		32.96277987	131.8999779			small_busstop.jpg																n3956	8	1	大分バス（株）	佐伯駅～山口～蒲江～丸市尾～波当津線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11144		32.96277987	131.8999779			small_busstop.jpg																n3956	9	1	大分バス（株）	佐伯駅～鶴見～鮪浦（シビウラ）～広浦～梶寄線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11145		32.96277987	131.8999779			small_busstop.jpg																n3956	10	1	大分バス（株）	佐伯駅～畑の浦～尾浦・西の浦～蒲江～丸市尾～波当津線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11146		32.96277987	131.8999779			small_busstop.jpg																n3956	11	1	大分バス（株）	大手前～浪太（ナブト）～長田～蒲戸（カマド）～大浜入口																			
	中央通り三丁目			message=,stime=0:00,etime=0:11147		32.96277987	131.8999779			small_busstop.jpg																n3956	12	1	大分バス（株）	大分～野津町～風連（フウレン）鍾乳洞～佐伯線																			
	中央通り三丁目			message=,stime=0:00,etime=0:11148		32.96277987	131.8999779			small_busstop.jpg																n3956	13	1	大分バス（株）	葛港～坂の浦																			
	中央通り三丁目			message=,stime=0:00,etime=0:11149		32.96277987	131.8999779			small_busstop.jpg																n3956	14	1	大分バス（株）	葛港～上津川																			
	中央通り三丁目			message=,stime=0:00,etime=0:11150		32.96277987	131.8999779			small_busstop.jpg																n3956	15	1	大分バス（株）	大分～佐伯駅																			
	中央通り三丁目			message=,stime=0:00,etime=0:11151		32.96277987	131.8999779			small_busstop.jpg																n3956	16	1	大分バス（株）	大分佐伯線（急行）																			
	中央通り三丁目			message=,stime=0:00,etime=0:11152		32.96277987	131.8999779			small_busstop.jpg																n3956	17	1	大分バス（株）	佐伯駅～梶寄																			
	中央通り三丁目			message=,stime=0:00,etime=0:11153		32.96277987	131.8999779			small_busstop.jpg																n3956	18	1	大分バス（株）	佐伯駅～久保																			
	中央通り三丁目			message=,stime=0:00,etime=0:11154		32.96277987	131.8999779			small_busstop.jpg																n3956	19	1	大分バス（株）	佐伯駅～小浦・宮の浦																			
	中央通り三丁目			message=,stime=0:00,etime=0:11155		32.96277987	131.8999779			small_busstop.jpg																n3956	20	1	大分バス（株）	佐伯駅～波当津（青山経由）																			
	中央通り三丁目			message=,stime=0:00,etime=0:11156		32.96277987	131.8999779			small_busstop.jpg																n3956	21	1	大分バス（株）	佐伯駅～波当津（尾浦・西の浦経由）																			
	中央通り三丁目			message=,stime=0:00,etime=0:11157		32.96277987	131.8999779			small_busstop.jpg																n3956	22	1	大分バス（株）	佐伯駅～野津南																			
	中央通り三丁目			message=,stime=0:00,etime=0:11158		32.96277987	131.8999779			small_busstop.jpg																n3956	23	1	大分バス（株）	大手前～大浜入口																			
	中央通り四丁目			message=,stime=0:00,etime=0:11159		32.96537956	131.9011511			small_busstop.jpg																n3957	1	1	大分バス（株）	葛港～佐伯駅～大手前～野口～坂の浦線																			
	中央通り四丁目			message=,stime=0:00,etime=0:11160		32.96537956	131.9011511			small_busstop.jpg																n3957	2	1	大分バス（株）	葛港～木浦（横川経由）																			
	中央通り四丁目			message=,stime=0:00,etime=0:11161		32.96537956	131.9011511			small_busstop.jpg																n3957	3	1	大分バス（株）	葛港～木浦（重岡経由）																			
	中央通り四丁目			message=,stime=0:00,etime=0:11162		32.96537956	131.9011511			small_busstop.jpg																n3957	4	1	大分バス（株）	葛港～佐伯駅～畑木～小半（オナガラ）鍾乳洞～上津川線																			
	中央通り四丁目			message=,stime=0:00,etime=0:11163		32.96537956	131.9011511			small_busstop.jpg																n3957	5	1	大分バス（株）	急行・大道・犬飼・野津町・佐伯																			
	中央通り四丁目			message=,stime=0:00,etime=0:11164		32.96537956	131.9011511			small_busstop.jpg																n3957	6	1	大分バス（株）	佐伯駅～コスモタウン～久保線																			
